Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,stat_Vola(22)_1d,stat_market_index_change(t_1)_ratio_1d,stat_vix_change(t_1)_ratio_1d,stat_gold_futures_change(t_1)_ratio_1d,stat_treasuries_20years_change(t_1)_ratio_1d,stat_russel_2000_change(t_1)_ratio_1d,stat_ATR_1d
2019-02-07 09:30:00-05:00,55.20800018310547,55.242000579833984,54.29999923706055,54.93550109863281,40896000,0.0,0.0,,-0.0022244379802809355,-0.012202927688332643,-0.003576283173412076,0.0004958927359752785,-0.0014537017200637603,
2019-02-08 09:30:00-05:00,54.349998474121094,54.945499420166016,54.32749938964844,54.75299835205078,21516000,0.0,0.0,,-0.009357140143940179,0.06436935743992156,-7.634638101372548e-05,0.006610035666562597,-0.008161957345110271,
2019-02-11 09:30:00-05:00,54.84749984741211,55.29724884033203,54.643001556396484,54.7504997253418,21304000,0.0,0.0,,0.0006762010869560964,-0.03970681361522943,0.003283890848968518,0.00426844954849348,0.0005047785731955301,
2019-02-12 09:30:00-05:00,55.34000015258789,56.26475143432617,55.29249954223633,56.06850051879883,32182000,0.0,0.0,,0.0007091030986317026,0.015903307617898044,-0.0051000619783067025,-0.003923580507586788,0.008357706634991802,
2019-02-13 09:30:00-05:00,56.2495002746582,56.73649978637695,55.92499923706055,56.007999420166016,20996000,0.0,0.0,,0.0128902247439735,-0.03381339717118825,0.0016832067114576077,-0.002543891971319545,0.012672978082344244,
2019-02-14 09:30:00-05:00,55.90250015258789,56.4114990234375,55.52225112915039,56.083499908447266,18952000,0.0,0.0,,0.003023994668760688,0.014257894297040163,0.001222195016748806,-0.0037837441810818495,0.0030619354695353707,
2019-02-15 09:30:00-05:00,56.50400161743164,56.583499908447266,55.532501220703125,55.682498931884766,28996000,0.0,0.0,,-0.002651641555101225,0.036421706627348005,-0.0007628928614200614,0.005697630800822084,0.0014064344872262158,
2019-02-19 09:30:00-05:00,55.5,56.09450149536133,55.5,55.928001403808594,20928000,0.0,0.0,,0.01087875260858695,-0.08076445877921923,0.0063367891650625285,0.0015600345376181046,0.015623492746339895,
2019-02-20 09:30:00-05:00,55.9995002746582,56.170501708984375,55.263999938964844,55.689998626708984,21756000,0.0,0.0,,0.0014987433214488366,-0.002012054545821984,0.016690691455494733,0.0025415279057889872,0.0033264111538156005,
2019-02-21 09:30:00-05:00,55.54199981689453,55.59700012207031,54.625999450683594,54.8484992980957,28302000,0.0,0.0,,0.0017771107537685182,-0.05779567540746344,0.002387936199154339,-0.002861902363549329,0.004566656468748986,
2019-02-22 09:30:00-05:00,55.04499816894531,55.5620002746582,54.779998779296875,55.51850128173828,20990000,0.0,0.0,,-0.003526436790880272,0.03138370656326539,-0.014739855660243828,-0.008939153897029817,-0.0038630206362465502,
2019-02-25 09:30:00-05:00,55.79999923706055,55.926998138427734,55.36349868774414,55.470001220703125,28262000,0.0,0.0,,0.006411102394986878,-0.0656984651977136,0.004306725479316098,0.005957893654965352,0.009209488315790049,
2019-02-26 09:30:00-05:00,55.287498474121094,55.97549819946289,54.99599838256836,55.756500244140625,29426000,0.0,0.0,,0.0012318625699112573,0.0991857979190276,-0.0024826413474535736,-0.0029611633521668956,-0.0007861338276149432,
2019-02-27 09:30:00-05:00,55.34749984741211,55.89899826049805,55.04999923706055,55.8025016784668,19368000,0.0,0.0,,-0.0007904570968998437,0.021548800444713967,-0.0006034005682129528,0.004949953264282714,-0.007131172202565317,
2019-02-28 09:30:00-05:00,55.564998626708984,56.38249969482422,55.550498962402344,55.99599838256836,30850000,0.0,0.0,,-0.0005440493877303387,-0.030982219160517688,-0.005584502717080109,-0.011328983480649257,0.0022631465397831008,
2019-03-01 09:30:00-05:00,56.244998931884766,57.14849853515625,56.23749923706055,57.04949951171875,29006000,0.0,0.0,,-0.0028255083152146643,0.005442171751297131,-0.003718526618591955,-0.0034046447645192934,-0.0034787007559163863,0.8591323088132391
2019-03-04 09:30:00-05:00,57.3494987487793,57.91400146484375,56.53450012207031,57.38999938964844,28920000,0.0,0.0,,0.00689532059343434,-0.08186739242272834,-0.012492400825778516,-0.009242652757055714,0.008942886854525822,0.8903627810870707
