Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,stat_Vola(22)_1d,stat_market_index_change(t_1)_ratio_1d,stat_vix_change(t_1)_ratio_1d,stat_gold_futures_change(t_1)_ratio_1d,stat_treasuries_20years_change(t_1)_ratio_1d,stat_russel_2000_change(t_1)_ratio_1d,stat_ATR_1d
2019-02-07 09:30:00-05:00,37.48902282597623,37.51134714713305,36.13958612174677,36.5687255859375,63712000,0.0,0.0,,-0.0022244379802809355,-0.012202927688332643,-0.003576283173412076,0.0004958927359752785,-0.0014537017200637603,
2019-02-08 09:30:00-05:00,35.896496912981384,36.86144297478427,35.75262273032624,36.75477600097656,46160400,0.0,0.0,,-0.009357140143940179,0.06436935743992156,-7.634638101372548e-05,0.006610035666562597,-0.008161957345110271,
2019-02-11 09:30:00-05:00,36.31323067323774,36.85647860111062,35.844400943783995,36.3281135559082,49518000,0.0,0.0,,0.0006762010869560964,-0.03970681361522943,0.003283890848968518,0.00426844954849348,0.0005047785731955301,
2019-02-12 09:30:00-05:00,36.71260332386636,37.65522497703303,36.568729153929695,37.49894714355469,59106000,0.0,0.0,,0.0007091030986317026,0.015903307617898044,-0.0051000619783067025,-0.003923580507586788,0.008357706634991802,
2019-02-13 09:30:00-05:00,37.794138741485824,38.65490079873846,37.65770600610184,37.92313003540039,60537200,0.0,0.0,,0.0128902247439735,-0.03381339717118825,0.0016832067114576077,-0.002543891971319545,0.012672978082344244,
2019-02-14 09:30:00-05:00,37.913205300596886,38.61521029269751,37.48158655839897,38.33242416381836,82726400,0.0,0.0,,0.003023994668760688,0.014257894297040163,0.001222195016748806,-0.0037837441810818495,0.0030619354695353707,
2019-02-15 09:30:00-05:00,40.42107491369351,40.64928795820931,38.80125549186115,39.02946853637695,151674800,0.0,0.0,,-0.002651641555101225,0.036421706627348005,-0.0007628928614200614,0.005697630800822084,0.0014064344872262158,
2019-02-19 09:30:00-05:00,38.92280408990865,39.662016295534116,38.731798260159714,38.85582733154297,55189200,0.0,0.0,,0.01087875260858695,-0.08076445877921923,0.0063367891650625285,0.0015600345376181046,0.015623492746339895,
2019-02-20 09:30:00-05:00,39.14853137773958,40.00184806705546,39.0369022040624,39.329612731933594,54098800,0.0,0.0,,0.0014987433214488366,-0.002012054545821984,0.016690691455494733,0.0025415279057889872,0.0033264111538156005,
2019-02-21 09:30:00-05:00,39.45612809806424,39.70170702523403,38.49366128034051,38.640018463134766,44854800,0.0,0.0,,0.0017771107537685182,-0.05779567540746344,0.002387936199154339,-0.002861902363549329,0.004566656468748986,
