Date,PortfolioValue,Transactions,open_positions_at_the_end,long_positions_values,short_positions_values,net_exposure,MarketIndexClose
2019-02-07 09:30:00-05:00,1000000.0,,,0.0,0.0,,2706.050048828125
2019-02-08 09:30:00-05:00,1001944.3753518664,"US-AAPL-20190208-093000 opened. Invested: 166666.6667, US-MSFT-20190208-093000 opened. Invested: 166666.6667, US-AMZN-20190208-093000 opened. Invested: 166666.6667, US-GOOG-20190208-093000 opened. Invested: 166666.6667",US-AAPL-20190208-093000 | US-MSFT-20190208-093000 | US-AMZN-20190208-093000 | US-GOOG-20190208-093000,503386.8782386248,165224.16391324147,50.57689643249626,2707.8798828125
2019-02-11 09:30:00-05:00,1002415.1267273037,US-NVDA-20190211-093000 opened. Invested: 166666.6667,US-AAPL-20190208-093000 | US-MSFT-20190208-093000 | US-AMZN-20190208-093000 | US-GOOG-20190208-093000 | US-NVDA-20190211-093000,503000.8711788344,332747.5890484691,20.371354568103005,2709.800048828125
2019-02-12 09:30:00-05:00,1006364.6605236023,"US-AMZN-20190208-093000 closed., US-GOOG-20190208-093000 closed., US-NVDA-20190211-093000 closed.",US-AAPL-20190208-093000 | US-MSFT-20190208-093000,170615.4270116974,164750.63741190464,1.7487725270810148,2744.72998046875
2019-02-13 09:30:00-05:00,1006324.0845459166,US-NVDA-20190213-093000 opened. Invested: 167388.6549,US-AAPL-20190208-093000 | US-MSFT-20190208-093000 | US-NVDA-20190213-093000,170487.73597216085,332226.4073737556,-32.173089526606525,2753.030029296875
2019-02-14 09:30:00-05:00,1004191.7597975214,US-AMZN-20190214-093000 opened. Invested: 167388.6549,US-AAPL-20190208-093000 | US-MSFT-20190208-093000 | US-NVDA-20190213-093000 | US-AMZN-20190214-093000,170631.41884922897,497339.05464829213,-48.91049062219897,2745.72998046875
2019-02-15 09:30:00-05:00,995844.0712861756,"US-GOOG-20190215-093000 opened. Invested: 167388.6549, US-MSFT-20190208-093000 closed., US-NVDA-20190213-093000 closed.",US-AAPL-20190208-093000 | US-AMZN-20190214-093000 | US-GOOG-20190215-093000,164913.78944272647,334266.86204344884,-33.92620929848131,2775.60009765625
2019-02-19 09:30:00-05:00,994044.8717651227,,US-AAPL-20190208-093000 | US-AMZN-20190214-093000 | US-GOOG-20190215-093000,165640.88940668703,331740.5625584355,-33.394826545199706,2779.760009765625
2019-02-20 09:30:00-05:00,992410.1965807407,"US-MSFT-20190220-093000 opened. Invested: 166666.6667, US-NVDA-20190220-093000 opened. Invested: 166666.6667",US-AAPL-20190208-093000 | US-AMZN-20190214-093000 | US-GOOG-20190215-093000 | US-MSFT-20190220-093000 | US-NVDA-20190220-093000,497859.9197159073,331220.1904648333,20.099351944982295,2784.699951171875
2019-02-21 09:30:00-05:00,991705.2451920587,,US-AAPL-20190208-093000 | US-AMZN-20190214-093000 | US-GOOG-20190215-093000 | US-MSFT-20190220-093000 | US-NVDA-20190220-093000,495923.8996773844,332451.25911467406,19.734131187744346,2774.8798828125
2019-02-22 09:30:00-05:00,996576.9316475828,,US-AAPL-20190208-093000 | US-AMZN-20190214-093000 | US-GOOG-20190215-093000 | US-MSFT-20190220-093000 | US-NVDA-20190220-093000,503928.97136283823,329317.87388474436,20.955506579351248,2792.669921875
2019-02-25 09:30:00-05:00,995685.2481222948,"US-AAPL-20190208-093000 closed., US-MSFT-20190220-093000 closed.",US-AMZN-20190214-093000 | US-GOOG-20190215-093000 | US-NVDA-20190220-093000,331827.9709877429,166470.73103455154,33.184360963033996,2796.110107421875
