,symbol,market,opening_time,exact_opening_time,opening_price,trade_direction,id,closing_time,closing_price,number_of_take_profit_touches,reason_for_closing,is_closed,is_successful,PnL_ratio,fees,taxes,n_shares,invested_budget,is_analyzed,gain,stat_Vola(22)_1d,stat_market_index_change(t_1)_ratio_1d,stat_vix_change(t_1)_ratio_1d,stat_gold_futures_change(t_1)_ratio_1d,stat_treasuries_20years_change(t_1)_ratio_1d,stat_russel_2000_change(t_1)_ratio_1d,stat_ATR_1d,stat_ATR,duration
18,NVDA,US,2019-03-14 09:30:00-04:00,2019-03-14 09:30:00-04:00,41.95205209739638,-1,US-NVDA-20190314-093000,2019-03-19 09:30:00-04:00,43.6421,0,Stop loss at daily close,True,0,-0.040285226064269306,,,0,0,False,0,0.3451062493879329,0.0069495838138418,-0.0261438343052915,0.0086399373216099,-0.0018842300123381,0.0039036855653031,1.3967777760393307,1.3967777760393307,5
19,AAPL,US,2019-03-18 09:30:00-04:00,2019-03-18 09:30:00-04:00,44.78561991173805,1,US-AAPL-20190318-093000,2019-03-21 09:30:00-04:00,46.1177,1,Take Profit at Close,True,1,0.02974347772537622,,,0,0,False,0,0.1553912632574068,0.0049849029002739,-0.0459259174488209,0.0064945293455269,0.0066142589729851,0.0025167292901553,0.6727714734419541,0.6727714734419536,3
20,MSFT,US,2019-03-19 09:30:00-04:00,2019-03-19 09:30:00-04:00,112.64499153289441,1,US-MSFT-20190319-093000,2019-04-17 09:30:00-04:00,115.9953,1,Take Profit at Close,True,1,0.02974218757100479,,,0,0,False,0,0.1356851529866852,0.0037059469012648,0.0170807659218998,-0.00115225068654,-0.000575021738115,0.0066879606493486,1.5876081452448174,1.587608145244819,29
21,AMZN,US,2019-03-20 09:30:00-04:00,2019-03-20 09:30:00-04:00,88.51912589836121,1,US-AMZN-20190320-093000,2019-04-03 09:30:00-04:00,91.3132,1,Take Profit at Open,True,1,0.031564637283551314,,,0,0,False,0,0.1957928677091864,-0.0001305615560248,0.0351145057062483,0.0036145128011881,-0.0022188572926918,-0.005716408771191,1.583774410879493,1.583774410879493,14
22,NVDA,US,2019-03-20 09:30:00-04:00,2019-03-20 09:30:00-04:00,43.910763953094886,-1,US-NVDA-20190320-093000,2019-03-21 09:30:00-04:00,45.6863,0,Stop loss at daily close,True,0,-0.04043509807303124,,,0,0,False,0,0.3653760100006846,-0.0001305615560248,0.0351145057062483,0.0036145128011881,-0.0022188572926918,-0.005716408771191,1.435318952891781,1.4353189528917807,1
23,AAPL,US,2019-03-22 09:30:00-04:00,2019-03-22 09:30:00-04:00,47.08515622182647,1,US-AAPL-20190322-093000,2019-03-25 09:30:00-04:00,45.4715,0,Stop loss at daily close,True,0,-0.03427101769025158,,,0,0,False,0,0.192568206398033,0.0108524810499543,-0.0201293843308908,0.0043060173671183,0.0022009099518489,0.0124744028964129,0.8148561813071783,0.8148561813071767,3
24,NVDA,US,2019-03-25 09:30:00-04:00,2019-03-25 09:30:00-04:00,43.679376299429855,1,US-NVDA-20190325-093000,2019-04-01 09:30:00-04:00,45.4946,1,Take Profit at Open,True,1,0.041557912551829126,,,0,0,False,0,0.4251033928832056,-0.0189745012394827,0.2090975351332424,0.0042110099554459,0.0155350366232016,-0.0361556755260048,1.5699844726963534,1.5699844726963539,7
25,AAPL,US,2019-03-27 09:30:00-04:00,2019-03-27 09:30:00-04:00,45.496688808240826,1,US-AAPL-20190327-093000,2019-04-03 09:30:00-04:00,46.8499,1,Take Profit at Close,True,1,0.029743069819051636,,,0,0,False,0,0.2220249841506037,0.0071827258623062,-0.1010410058933919,-0.0057492816745398,-0.0007191530643612,0.0101199441732819,1.0012325473018602,1.001232547301859,7
26,NVDA,US,2019-04-02 09:30:00-04:00,2019-04-02 09:30:00-04:00,45.49212789743846,-1,US-NVDA-20190402-093000,2019-04-05 09:30:00-04:00,47.1914,0,Stop Loss at Open,True,0,-0.03735310219808877,,,0,0,False,0,0.4166470726617433,0.0115686001242754,-0.0226112632205797,-0.0035575990610499,-0.0142041925646176,0.0105992365353131,1.4785931039231743,1.4785931039231732,3
27,AAPL,US,2019-04-04 09:30:00-04:00,2019-04-04 09:30:00-04:00,46.95258707862572,1,US-AAPL-20190404-093000,2019-04-11 09:30:00-04:00,48.3891,1,Take Profit at Open,True,1,0.03059496847253015,,,0,0,False,0,0.2191337543488866,0.0021483768817243,0.028443123069318,-7.750045421506258e-05,-0.0086676684996337,0.0048863647883734,0.881146792603846,0.881146792603845,7
28,AMZN,US,2019-04-04 09:30:00-04:00,2019-04-04 09:30:00-04:00,91.00974309539795,-1,US-AMZN-20190404-093000,2019-04-22 09:30:00-04:00,94.3891,0,Stop loss at daily close,True,0,-0.037131814569125295,,,0,0,False,0,0.2292292595672587,0.0021483768817243,0.028443123069318,-7.750045421506258e-05,-0.0086676684996337,0.0048863647883734,1.542528246694217,1.5425282466942154,18
29,NVDA,US,2019-04-08 09:30:00-04:00,2019-04-08 09:30:00-04:00,47.0983146375292,-1,US-NVDA-20190408-093000,2019-04-26 09:30:00-04:00,44.884,1,Take Profit at Open,True,1,0.04701473194042434,,,0,0,False,0,0.4020720795218108,0.004636432770241,-0.0559646710715464,0.0010861322064099,0.0012916943784038,0.0096141400922895,1.393644719348728,1.393644719348728,18
30,AAPL,US,2019-04-12 09:30:00-04:00,2019-04-12 09:30:00-04:00,47.991584379435544,-1,US-AAPL-20190412-093000,2019-04-23 09:30:00-04:00,50.0114,0,Stop loss at daily close,True,0,-0.04208687099378097,,,0,0,False,0,0.189841203966073,3.8123067008344336e-05,-0.0210526111996784,-0.0156596137669504,-0.0058737216482944,-0.0015238431319155,0.8109125966909239,0.8109125966909229,11
31,GOOG,US,2019-04-22 09:30:00-04:00,2019-04-22 09:30:00-04:00,61.78404963684082,-1,US-GOOG-20190422-093000,2019-04-29 09:30:00-04:00,63.7159,0,Stop Loss at Open,True,0,-0.031267784719751474,,,0,0,False,0,0.1509569067859469,0.0015790922795098,-0.0404762074159832,-0.0002357544170129,0.0052343293526373,-0.0011801324411516,0.7286750559493417,0.7286750559493408,7
32,MSFT,US,2019-04-23 09:30:00-04:00,2019-04-23 09:30:00-04:00,118.37787893006751,1,US-MSFT-20190423-093000,2019-04-25 09:30:00-04:00,124.0011,1,Take Profit at Open,True,1,0.04750229621240669,,,0,0,False,0,0.1488175554573224,0.0010120175614714,0.0272952787048077,0.0012579413123878,-0.0048008251588865,-0.0036467896774708,1.4240517871088232,1.4240517871088254,2
33,AMZN,US,2019-04-24 09:30:00-04:00,2019-04-24 09:30:00-04:00,96.27406250000001,1,US-AMZN-20190424-093000,2019-05-13 09:30:00-04:00,91.805,0,Stop Loss at Open,True,0,-0.046420213128536114,,,0,0,False,0,0.1634607596881765,0.008841205788409,-0.011272169280415,-0.0032979593026108,0.0021256976280021,0.0160572332315689,1.3217536854941478,1.321753685494149,19
34,AAPL,US,2019-04-26 09:30:00-04:00,2019-04-26 09:30:00-04:00,49.389524737717295,1,US-AAPL-20190426-093000,2019-05-03 09:30:00-04:00,50.8585,1,Take Profit at Close,True,1,0.029742648265673473,,,0,0,False,0,0.1255563674503146,-0.0003689736527457,0.0083713587369229,0.0002352401631713,-0.0014564353435642,-0.0078834978828914,0.740896280061115,0.7408962800611135,7
35,MSFT,US,2019-04-26 09:30:00-04:00,2019-04-26 09:30:00-04:00,123.71965994648555,1,US-MSFT-20190426-093000,2019-05-07 09:30:00-04:00,119.6725,0,Stop loss at daily close,True,0,-0.03271234295532443,,,0,0,False,0,0.1390526928550625,-0.0003689736527457,0.0083713587369229,0.0002352401631713,-0.0014564353435642,-0.0078834978828914,1.77126435219839,1.7712643521983906,11
36,GOOG,US,2019-05-01 09:30:00-04:00,2019-05-01 09:30:00-04:00,59.38764952754975,-1,US-GOOG-20190501-093000,2019-05-13 09:30:00-04:00,57.1123,1,Take Profit at Open,True,1,0.038313513763399955,,,0,0,False,0,0.2937814366688405,0.0009514170090862,0.0007627939850283,0.0032849001426444,0.0051208639474564,-0.0044733504839898,1.1396206100815376,1.1396206100815371,12
37,NVDA,US,2019-05-02 09:30:00-04:00,2019-05-02 09:30:00-04:00,44.89878755757663,-1,US-NVDA-20190502-093000,2019-05-07 09:30:00-04:00,43.5627,1,Take Profit at Close,True,1,0.02975776474728368,,,0,0,False,0,0.2732838032671707,-0.0075021630814213,0.1280488048650765,-0.0010913816345279,0.0041252243123348,-0.0093199240947122,1.350607327210786,1.3506073272107852,5
38,AAPL,US,2019-05-06 09:30:00-04:00,2019-05-06 09:30:00-04:00,49.24248413707517,1,US-AAPL-20190506-093000,2019-05-10 09:30:00-04:00,47.7459,0,Stop Loss at Open,True,0,-0.03039213320167116,,,0,0,False,0,0.2132494980534777,0.0096382793806477,-0.1074896104392549,0.007482082669399,0.0028383155482927,0.0198211825945546,0.9538224094605146,0.9538224094605137,4
39,MSFT,US,2019-05-08 09:30:00-04:00,2019-05-08 09:30:00-04:00,119.65609854052857,1,US-MSFT-20190508-093000,2019-05-16 09:30:00-04:00,123.215,1,Take Profit at Close,True,1,0.029742750289204836,,,0,0,False,0,0.1944492735786274,-0.0165116513924233,0.2512953510290572,0.0014044229513148,0.0076609524249611,-0.0202293045549193,2.0588070128550706,2.0588070128550746,8
40,NVDA,US,2019-05-10 09:30:00-04:00,2019-05-10 09:30:00-04:00,41.963100229998055,1,US-NVDA-20190510-093000,2019-05-13 09:30:00-04:00,40.5892,0,Stop Loss at Open,True,0,-0.03274067508043413,,,0,0,False,0,0.2817296469810986,-0.0030214249424966,-0.0154638785030695,0.0032046080254024,0.0040990659847153,-0.0031174639521431,1.4868660523310988,1.486866052331097,3
41,AAPL,US,2019-05-13 09:30:00-04:00,2019-05-13 09:30:00-04:00,45.39754757159753,-1,US-AAPL-20190513-093000,2019-05-23 09:30:00-04:00,43.5063,1,Take Profit at Open,True,1,0.0416596858809343,,,0,0,False,0,0.246739435974589,0.0037202972597878,-0.1602093929228979,0.0017140250657381,-0.001360867883043,0.0018661271106081,1.1482678025713953,1.1482678025713948,10
42,AMZN,US,2019-05-14 09:30:00-04:00,2019-05-14 09:30:00-04:00,91.99799222373963,1,US-AMZN-20190514-093000,2019-05-16 09:30:00-04:00,94.7342,1,Take Profit at Close,True,1,0.029742037952370737,,,0,0,False,0,0.2274630755547725,-0.0241305571988442,0.2811719491342017,0.0112001438601108,0.0078555617567486,-0.0317802341685127,1.893111904447956,1.893111904447956,2
43,NVDA,US,2019-05-14 09:30:00-04:00,2019-05-14 09:30:00-04:00,39.73268535096719,-1,US-NVDA-20190514-093000,2019-05-20 09:30:00-04:00,37.8897,1,Take Profit at Open,True,1,0.046384615957560174,,,0,0,False,0,0.3299372391224604,-0.0241305571988442,0.2811719491342017,0.0112001438601108,0.0078555617567486,-0.0317802341685127,1.6032713370364324,1.6032713370364313,6
44,MSFT,US,2019-05-17 09:30:00-04:00,2019-05-17 09:30:00-04:00,122.78540573648887,-1,US-MSFT-20190517-093000,2019-05-31 09:30:00-04:00,118.9406,1,Take Profit at Open,True,1,0.03131321441198188,,,0,0,False,0,0.2407205699822855,0.0088952871206005,-0.0699513707327571,-0.0087171552900429,-0.0033297476339189,0.005793544142798,2.403525310886649,2.403525310886651,14
45,AMZN,US,2019-05-20 09:30:00-04:00,2019-05-20 09:30:00-04:00,92.61133997154236,-1,US-AMZN-20190520-093000,2019-05-31 09:30:00-04:00,89.5229,1,Take Profit at Open,True,1,0.03334839958574591,,,0,0,False,0,0.2540402701066072,-0.0058373333507619,0.043819494961774,-0.0081712062256809,0.0022273153564469,-0.0137936224367812,1.979304003240836,1.9793040032408342,11
46,NVDA,US,2019-05-21 09:30:00-04:00,2019-05-21 09:30:00-04:00,38.29955491240252,1,US-NVDA-20190521-093000,2019-05-23 09:30:00-04:00,36.5724,0,Stop loss at daily close,True,0,-0.04509595258620656,,,0,0,False,0,0.3418305370666505,-0.0067493779153879,0.0219297886565699,0.0012553751164672,-0.002063995082849,-0.0070323805538947,1.5504652333457294,1.5504652333457265,2
47,GOOG,US,2019-05-21 09:30:00-04:00,2019-05-21 09:30:00-04:00,57.41014338684082,-1,US-GOOG-20190521-093000,2019-05-31 09:30:00-04:00,55.0783,1,Take Profit at Open,True,1,0.040617271605270254,,,0,0,False,0,0.3514484243050302,-0.0067493779153879,0.0219297886565699,0.0012553751164672,-0.002063995082849,-0.0070323805538947,1.3044295126394956,1.3044295126394965,10
48,NVDA,US,2019-05-24 09:30:00-04:00,2019-05-24 09:30:00-04:00,36.761112452902005,-1,US-NVDA-20190524-093000,2019-05-28 09:30:00-04:00,35.6672,1,Take Profit at Close,True,1,0.029757327238219843,,,0,0,False,0,0.3518009164041055,-0.0119141499452701,0.1471186492402674,0.0087940275258209,0.0112475949275983,-0.0197502007035402,1.4851563291559915,1.4851563291559895,4
49,AAPL,US,2019-05-28 09:30:00-04:00,2019-05-28 09:30:00-04:00,43.27169072132109,-1,US-AAPL-20190528-093000,2019-06-03 09:30:00-04:00,41.984,1,Take Profit at Close,True,1,0.029758271513218512,,,0,0,False,0,0.3357666432680234,0.0013535590072402,-0.0632387523640357,-0.0014010342152204,0.0008616998039447,0.0084788530734054,1.2451183623378943,1.2451183623378945,6
50,NVDA,US,2019-05-30 09:30:00-04:00,2019-05-30 09:30:00-04:00,34.889399235710755,1,US-NVDA-20190530-093000,2019-05-31 09:30:00-04:00,33.6666,0,Stop loss at daily close,True,0,-0.03504787306452575,,,0,0,False,0,0.3250422285131032,-0.0069119122568113,0.0228571210588728,0.0032118884339502,0.003030703781619,-0.0093549741204642,1.4020474910175338,1.4020474910175311,1
51,AMZN,US,2019-06-03 09:30:00-04:00,2019-06-03 09:30:00-04:00,87.97850341415406,-1,US-AMZN-20190603-093000,2019-06-04 09:30:00-04:00,84.9832,1,Take Profit at Open,True,1,0.03404585549783492,,,0,0,False,0,0.243612150447142,-0.0131953728084784,0.0815028849476229,0.0145288428225434,0.012519912182952,-0.0134901608633151,1.7958860399975816,1.7958860399975798,1
52,NVDA,US,2019-06-03 09:30:00-04:00,2019-06-03 09:30:00-04:00,33.79529566553883,1,US-NVDA-20190603-093000,2019-06-04 09:30:00-04:00,34.8005,1,Take Profit at Close,True,1,0.029743913011128914,,,0,0,False,0,0.3144867378095416,-0.0131953728084784,0.0815028849476229,0.0145288428225434,0.012519912182952,-0.0134901608633151,1.3568871622797345,1.356887162279732,1
53,GOOG,US,2019-06-03 09:30:00-04:00,2019-06-03 09:30:00-04:00,53.28832027626038,1,US-GOOG-20190603-093000,2019-06-18 09:30:00-04:00,55.4706,1,Take Profit at Open,True,1,0.04095230835624239,,,0,0,False,0,0.2322699838262244,-0.0131953728084784,0.0815028849476229,0.0145288428225434,0.012519912182952,-0.0134901608633151,1.116176046894458,1.1161760468944584,15
54,AAPL,US,2019-06-04 09:30:00-04:00,2019-06-04 09:30:00-04:00,42.45127367458745,1,US-AAPL-20190604-093000,2019-06-05 09:30:00-04:00,44.568,1,Take Profit at Open,True,1,0.04986249274022803,,,0,0,False,0,0.2744398751639614,-0.0027652403144732,0.0080171850998855,0.01294218234937,0.0066887273125679,0.0030638150136097,1.163560191147419,1.1635601911474176,1
55,MSFT,US,2019-06-04 09:30:00-04:00,2019-06-04 09:30:00-04:00,116.05810474280058,-1,US-MSFT-20190604-093000,2019-06-05 09:30:00-04:00,119.6299,0,Stop Loss at Open,True,0,-0.030775922673517506,,,0,0,False,0,0.2362508753261027,-0.0027652403144732,0.0080171850998855,0.01294218234937,0.0066887273125679,0.0030638150136097,2.3361059910909945,2.3361059910909936,1
56,NVDA,US,2019-06-05 09:30:00-04:00,2019-06-05 09:30:00-04:00,36.27866829580119,-1,US-NVDA-20190605-093000,2019-06-06 09:30:00-04:00,35.1729,1,Take Profit at Open,True,1,0.03047984801385805,,,0,0,False,0,0.4092966168468729,0.0214323705681931,-0.1002121546040522,0.0005292759265373,-0.0114016089889494,0.0262453085331797,1.4178790124406988,1.417879012440697,1
57,AAPL,US,2019-06-06 09:30:00-04:00,2019-06-06 09:30:00-04:00,44.2777785428761,-1,US-AAPL-20190606-093000,2019-06-07 09:30:00-04:00,46.0107,0,Stop loss at daily close,True,0,-0.039137497728027104,,,0,0,False,0,0.3169855656496992,0.0081618547814119,-0.051856169497549,0.0037026026323612,-0.0056518765280569,-0.0011733172445914,1.200583141833356,1.2005831418333548,1
58,MSFT,US,2019-06-06 09:30:00-04:00,2019-06-06 09:30:00-04:00,120.9959331854426,-1,US-MSFT-20190606-093000,2019-06-07 09:30:00-04:00,125.8052,0,Stop loss at daily close,True,0,-0.039747342641562614,,,0,0,False,0,0.254721264443058,0.0081618547814119,-0.051856169497549,0.0037026026323612,-0.0056518765280569,-0.0011733172445914,2.4181748831310634,2.4181748831310625,1
59,AMZN,US,2019-06-07 09:30:00-04:00,2019-06-07 09:30:00-04:00,88.20704380798341,1,US-AMZN-20190607-093000,2019-06-10 09:30:00-04:00,91.0772,1,Take Profit at Open,True,1,0.032538854813733406,,,0,0,False,0,0.2751900192625361,0.0061355867486876,-0.0099440550587176,0.0070013750025961,0.0032261885370443,-0.0049774685295015,2.0270344162709417,2.0270344162709404,3
60,AAPL,US,2019-06-10 09:30:00-04:00,2019-06-10 09:30:00-04:00,46.41233035525558,1,US-AAPL-20190610-093000,2019-06-18 09:30:00-04:00,47.7927,1,Take Profit at Close,True,1,0.029741442288689524,,,0,0,False,0,0.3300576560736776,0.0104976974628947,0.0232265489514491,0.0026913693567918,0.0086515582875787,0.0100714172658542,1.204245903817946,1.2042459038179456,8
61,NVDA,US,2019-06-10 09:30:00-04:00,2019-06-10 09:30:00-04:00,36.72354529225082,-1,US-NVDA-20190610-093000,2019-06-18 09:30:00-04:00,38.015,0,Stop loss at daily close,True,0,-0.03516693983305846,,,0,0,False,0,0.4128210945074174,0.0104976974628947,0.0232265489514491,0.0026913693567918,0.0086515582875787,0.0100714172658542,1.3546313387879194,1.3546313387879187,8
62,MSFT,US,2019-06-12 09:30:00-04:00,2019-06-12 09:30:00-04:00,125.7423538440164,-1,US-MSFT-20190612-093000,2019-06-19 09:30:00-04:00,129.9126,0,Stop loss at daily close,True,0,-0.03316500787918117,,,0,0,False,0,0.2671041042554151,-0.0003498802355809,0.0031367749091033,0.0012833647654955,0.000612928950606,-0.0029208387402167,2.5615063097260053,2.561506309726006,7
63,AMZN,US,2019-06-12 09:30:00-04:00,2019-06-12 09:30:00-04:00,92.6758227481842,-1,US-AMZN-20190612-093000,2019-06-20 09:30:00-04:00,96.6907,0,Stop Loss at Open,True,0,-0.043321733034136646,,,0,0,False,0,0.3146003681350909,-0.0003498802355809,0.0031367749091033,0.0012833647654955,0.000612928950606,-0.0029208387402167,2.178619660665224,2.1786196606652233,8
64,NVDA,US,2019-06-19 09:30:00-04:00,2019-06-19 09:30:00-04:00,38.34895782771937,-1,US-NVDA-20190619-093000,2019-06-26 09:30:00-04:00,39.6015,0,Stop loss at daily close,True,0,-0.03266170042762603,,,0,0,False,0,0.4324796008789229,0.009717399870633,-0.0130293653400094,0.0059012659312842,0.00501180512149,0.0114043258644593,1.336507971994449,1.3365079719944486,7
65,GOOG,US,2019-06-20 09:30:00-04:00,2019-06-20 09:30:00-04:00,55.98550039958954,-1,US-GOOG-20190620-093000,2019-06-26 09:30:00-04:00,54.3195,1,Take Profit at Close,True,1,0.02975771204505938,,,0,0,False,0,0.2665154159650782,0.0029851635463971,-0.0541253937604896,-0.0014852220676223,0.0014352943462301,0.0034510850992055,1.0904840073552349,1.0904840073552355,6
66,AAPL,US,2019-06-21 09:30:00-04:00,2019-06-21 09:30:00-04:00,48.10370755023153,1,US-AAPL-20190621-093000,2019-07-15 09:30:00-04:00,49.5344,1,Take Profit at Close,True,1,0.029741833272923648,,,0,0,False,0,0.2395393566044959,0.0094721851906851,0.0293091471409669,0.0359215005987763,0.0026413763723596,0.005084942210074,1.041570724367832,1.0415707243678316,24
67,AMZN,US,2019-06-25 09:30:00-04:00,2019-06-25 09:30:00-04:00,95.56810486793519,-1,US-AMZN-20190625-093000,2019-07-09 09:30:00-04:00,99.4399,0,Stop loss at daily close,True,0,-0.04051346563181521,,,0,0,False,0,0.26844447704485,-0.0017318870104667,-0.0090908696828785,0.0129638291715008,0.0074566021084723,-0.0126159462365362,1.699747889571295,1.6997478895712965,14
68,MSFT,US,2019-06-27 09:30:00-04:00,2019-06-27 09:30:00-04:00,128.4286147110325,1,US-MSFT-20190627-093000,2019-07-11 09:30:00-04:00,132.2496,1,Take Profit at Open,True,1,0.029751822034090977,,,0,0,False,0,0.2469258725534006,-0.0012339337557076,-0.0042998525319641,-0.0023323547750249,-0.0064000779526476,0.0005588121049471,2.302343982939296,2.3023439829392967,14
