,symbol,market,opening_time,exact_opening_time,opening_price,trade_direction,id,closing_time,closing_price,number_of_take_profit_touches,reason_for_closing,is_closed,is_successful,PnL_ratio,fees,taxes,n_shares,invested_budget,is_analyzed,gain,stat_Vola(22)_1d,stat_market_index_change(t_1)_ratio_1d,stat_vix_change(t_1)_ratio_1d,stat_gold_futures_change(t_1)_ratio_1d,stat_treasuries_20years_change(t_1)_ratio_1d,stat_russel_2000_change(t_1)_ratio_1d,stat_ATR_1d,stat_ATR,duration
0,AAPL,US,2019-02-08 09:30:00-05:00,2019-02-08 09:30:00-05:00,40.71333735950173,-1,US-AAPL-20190208-093000,2019-02-25 09:30:00-05:00,41.9799,0,Stop Loss at Open,True,0,-0.031109280708541073,,,0,0,False,0,,-0.0093571401439401,0.0643693574399215,-7.634638101372548e-05,0.0066100356665625,-0.0081619573451102,,,17
1,MSFT,US,2019-02-08 09:30:00-05:00,2019-02-08 09:30:00-05:00,99.1532395154757,1,US-MSFT-20190208-093000,2019-02-15 09:30:00-05:00,102.4454,1,Take Profit at Open,True,1,0.03320275263432484,,,0,0,False,0,,-0.0093571401439401,0.0643693574399215,-7.634638101372548e-05,0.0066100356665625,-0.0081619573451102,,,7
2,AMZN,US,2019-02-08 09:30:00-05:00,2019-02-08 09:30:00-05:00,79.31982805252076,1,US-AMZN-20190208-093000,2019-02-12 09:30:00-05:00,81.679,1,Take Profit at Close,True,1,0.02974252473060254,,,0,0,False,0,,-0.0093571401439401,0.0643693574399215,-7.634638101372548e-05,0.0066100356665625,-0.0081619573451102,,,4
3,GOOG,US,2019-02-08 09:30:00-05:00,2019-02-08 09:30:00-05:00,54.363585973739625,1,US-GOOG-20190208-093000,2019-02-12 09:30:00-05:00,55.9805,1,Take Profit at Close,True,1,0.02974259326898388,,,0,0,False,0,,-0.0093571401439401,0.0643693574399215,-7.634638101372548e-05,0.0066100356665625,-0.0081619573451102,,,4
4,NVDA,US,2019-02-11 09:30:00-05:00,2019-02-11 09:30:00-05:00,36.30415236556943,-1,US-NVDA-20190211-093000,2019-02-12 09:30:00-05:00,37.5083,0,Stop loss at daily close,True,0,-0.033168317009725126,,,0,0,False,0,,0.000676201086956,-0.0397068136152294,0.0032838908489685,0.0042684495484934,0.0005047785731955,,,1
5,NVDA,US,2019-02-13 09:30:00-05:00,2019-02-13 09:30:00-05:00,37.784690206800455,-1,US-NVDA-20190213-093000,2019-02-15 09:30:00-05:00,40.4312,0,Stop Loss at Open,True,0,-0.07004185501362732,,,0,0,False,0,,0.0128902247439735,-0.0338133971711882,0.0016832067114576,-0.0025438919713195,0.0126729780823442,,,2
6,AMZN,US,2019-02-14 09:30:00-05:00,2019-02-14 09:30:00-05:00,81.20469222450257,-1,US-AMZN-20190214-093000,2019-03-04 09:30:00-05:00,84.2711,0,Stop Loss at Open,True,0,-0.037761460471026645,,,0,0,False,0,,0.0030239946687606,0.0142578942970401,0.0012221950167488,-0.0037837441810818,0.0030619354695353,,,18
7,GOOG,US,2019-02-15 09:30:00-05:00,2019-02-15 09:30:00-05:00,56.518127617836,1,US-GOOG-20190215-093000,2019-03-11 09:30:00-04:00,58.1991,1,Take Profit at Close,True,1,0.02974218101368098,,,0,0,False,0,,-0.0026516415551012,0.036421706627348,-0.00076289286142,0.005697630800822,0.0014064344872262,,,23
8,MSFT,US,2019-02-20 09:30:00-05:00,2019-02-20 09:30:00-05:00,102.8866760607698,1,US-MSFT-20190220-093000,2019-02-25 09:30:00-05:00,106.5536,1,Take Profit at Open,True,1,0.03564041603467043,,,0,0,False,0,,0.0014987433214488,-0.0020120545458219,0.0166906914554947,0.0025415279057889,0.0033264111538156,,,5
9,NVDA,US,2019-02-20 09:30:00-05:00,2019-02-20 09:30:00-05:00,39.15831851058402,1,US-NVDA-20190220-093000,2019-03-06 09:30:00-05:00,37.7467,0,Stop loss at daily close,True,0,-0.03604900731890408,,,0,0,False,0,,0.0014987433214488,-0.0020120545458219,0.0166906914554947,0.0025415279057889,0.0033264111538156,,,14
10,AAPL,US,2019-02-26 09:30:00-05:00,2019-02-26 09:30:00-05:00,41.85049172936791,-1,US-AAPL-20190226-093000,2019-03-11 09:30:00-04:00,43.1224,0,Stop loss at daily close,True,0,-0.03039171627557121,,,0,0,False,0,,0.0012318625699112,0.0991857979190276,-0.0024826413474535,-0.0029611633521668,-0.0007861338276149,,,12
11,MSFT,US,2019-02-27 09:30:00-05:00,2019-02-27 09:30:00-05:00,106.54010106911637,1,US-MSFT-20190227-093000,2019-03-15 09:30:00-04:00,109.9668,1,Take Profit at Open,True,1,0.032163466117425675,,,0,0,False,0,,-0.0007904570968998,0.0215488004447139,-0.0006034005682129,0.0049499532642827,-0.0071311722025653,,,15
12,AMZN,US,2019-03-05 09:30:00-05:00,2019-03-05 09:30:00-05:00,85.16878595924378,1,US-AMZN-20190305-093000,2019-03-07 09:30:00-05:00,81.2772,0,Stop loss at daily close,True,0,-0.045692631583430614,,,0,0,False,0,,-0.003880558492514,0.0781135183091417,-0.0089478365994172,0.007837315003101,-0.0089328861322907,1.399990989119801,1.399990989119801,2
13,NVDA,US,2019-03-07 09:30:00-05:00,2019-03-07 09:30:00-05:00,37.510832700947866,-1,US-NVDA-20190307-093000,2019-03-08 09:30:00-05:00,36.1784,1,Take Profit at Open,True,1,0.035521277588545584,,,0,0,False,0,,-0.0065240986535923,0.0678426062094939,0.0022621095273498,0.0036715514608209,-0.0200602458872841,1.1572338226614742,1.1572338226614756,1
14,AMZN,US,2019-03-11 09:30:00-04:00,2019-03-11 09:30:00-04:00,81.28567325592041,-1,US-AMZN-20190311-093000,2019-03-13 09:30:00-04:00,84.171,0,Stop Loss at Open,True,0,-0.03549612900412853,,,0,0,False,0,,-0.0021316888487414,-0.032549783638375,0.0102819369604512,0.0042129209932457,-0.001148572812554,1.5155045272972216,1.5155045272972216,2
15,AAPL,US,2019-03-12 09:30:00-04:00,2019-03-12 09:30:00-04:00,43.38758098793383,1,US-AAPL-20190312-093000,2019-03-15 09:30:00-04:00,44.678,1,Take Profit at Close,True,1,0.029741667608181123,,,0,0,False,0,,0.0146660418677571,-0.107165071346726,-0.0063222445426946,-0.002961222957282,0.0177412147563362,0.6471893436079276,0.6471893436079276,3
16,NVDA,US,2019-03-12 09:30:00-04:00,2019-03-12 09:30:00-04:00,40.30146968060134,1,US-NVDA-20190312-093000,2019-03-13 09:30:00-04:00,41.5001,1,Take Profit at Close,True,1,0.029741603194575486,,,0,0,False,0,,0.0146660418677571,-0.107165071346726,-0.0063222445426946,-0.002961222957282,0.0177412147563362,1.3639250145955883,1.3639250145955892,1
17,GOOG,US,2019-03-12 09:30:00-04:00,2019-03-12 09:30:00-04:00,58.89826994991303,-1,US-GOOG-20190312-093000,2019-03-20 09:30:00-04:00,61.2138,0,Stop loss at daily close,True,0,-0.03931405883493848,,,0,0,False,0,,0.0146660418677571,-0.107165071346726,-0.0063222445426946,-0.002961222957282,0.0177412147563362,1.0369046263012291,1.0369046263012272,8
18,AMZN,US,2019-03-14 09:30:00-04:00,2019-03-14 09:30:00-04:00,84.5388575592041,-1,US-AMZN-20190314-093000,2019-03-18 09:30:00-04:00,87.1293,0,Stop loss at daily close,True,0,-0.03064203273603222,,,0,0,False,0,0.2089381638749176,0.0069495838138418,-0.0261438343052915,0.0086399373216099,-0.0018842300123381,0.0039036855653031,1.5518831281017509,1.5518831281017509,4
19,NVDA,US,2019-03-14 09:30:00-04:00,2019-03-14 09:30:00-04:00,41.97303336876293,1,US-NVDA-20190314-093000,2019-03-19 09:30:00-04:00,43.2214,1,Take Profit at Close,True,1,0.02974211132822562,,,0,0,False,0,0.3451062493879329,0.0069495838138418,-0.0261438343052915,0.0086399373216099,-0.0018842300123381,0.0039036855653031,1.3967777760393307,1.3967777760393307,5
20,MSFT,US,2019-03-18 09:30:00-04:00,2019-03-18 09:30:00-04:00,110.75813708434268,-1,US-MSFT-20190318-093000,2019-03-21 09:30:00-04:00,114.6768,0,Stop loss at daily close,True,0,-0.03538036137853463,,,0,0,False,0,0.1322737305144389,0.0049849029002739,-0.0459259174488209,0.0064945293455269,0.0066142589729851,0.0025167292901553,1.5845421499234298,1.5845421499234316,3
21,AAPL,US,2019-03-19 09:30:00-04:00,2019-03-19 09:30:00-04:00,45.37758558351101,-1,US-AAPL-20190319-093000,2019-03-21 09:30:00-04:00,47.0249,0,Stop loss at daily close,True,0,-0.036302381347666626,,,0,0,False,0,0.1540177781152916,0.0037059469012648,0.0170807659218998,-0.00115225068654,-0.000575021738115,0.0066879606493486,0.6689076181646673,0.6689076181646656,2
22,AMZN,US,2019-03-19 09:30:00-04:00,2019-03-19 09:30:00-04:00,87.69741783714295,1,US-AMZN-20190319-093000,2019-03-21 09:30:00-04:00,90.3058,1,Take Profit at Close,True,1,0.029742975644971758,,,0,0,False,0,0.1997224658071241,0.0037059469012648,0.0170807659218998,-0.00115225068654,-0.000575021738115,0.0066879606493486,1.5372518780338638,1.5372518780338638,2
23,NVDA,US,2019-03-20 09:30:00-04:00,2019-03-20 09:30:00-04:00,43.910763953094886,-1,US-NVDA-20190320-093000,2019-03-21 09:30:00-04:00,45.6863,0,Stop loss at daily close,True,0,-0.04043509807303124,,,0,0,False,0,0.3653760100006846,-0.0001305615560248,0.0351145057062483,0.0036145128011881,-0.0022188572926918,-0.005716408771191,1.435318952891781,1.4353189528917807,1
24,GOOG,US,2019-03-21 09:30:00-04:00,2019-03-21 09:30:00-04:00,60.784799237251285,-1,US-GOOG-20190321-093000,2019-03-27 09:30:00-04:00,58.976,1,Take Profit at Close,True,1,0.029757427184900258,,,0,0,False,0,0.1719342814784862,-0.0029443536044478,0.0258111664428182,-0.0034482758620689,0.0104601501262644,-0.0076077377532857,0.9626028915605888,0.9626028915605883,6
25,AAPL,US,2019-03-22 09:30:00-04:00,2019-03-22 09:30:00-04:00,47.08515622182647,1,US-AAPL-20190322-093000,2019-03-25 09:30:00-04:00,45.4715,0,Stop loss at daily close,True,0,-0.03427101769025158,,,0,0,False,0,0.192568206398033,0.0108524810499543,-0.0201293843308908,0.0043060173671183,0.0022009099518489,0.0124744028964129,0.8148561813071783,0.8148561813071767,3
26,AMZN,US,2019-03-22 09:30:00-04:00,2019-03-22 09:30:00-04:00,90.48587202072143,-1,US-AMZN-20190322-093000,2019-04-17 09:30:00-04:00,93.6729,0,Stop Loss at Open,True,0,-0.03522127717958813,,,0,0,False,0,0.197652911910435,0.0108524810499543,-0.0201293843308908,0.0043060173671183,0.0022009099518489,0.0124744028964129,1.6255857886593883,1.6255857886593885,26
27,NVDA,US,2019-03-22 09:30:00-04:00,2019-03-22 09:30:00-04:00,45.390347120782415,-1,US-NVDA-20190322-093000,2019-03-25 09:30:00-04:00,43.6794,1,Take Profit at Open,True,1,0.03769407438611635,,,0,0,False,0,0.4003864661911946,0.0108524810499543,-0.0201293843308908,0.0043060173671183,0.0022009099518489,0.0124744028964129,1.5367426291576525,1.5367426291576527,3
